CITY,DISTRICT,GEOCODE,DAY,TIME,T,TD,RH,WD,WS,BF,AT,Wx,Wx_n,PoP6h,PoP12h,get_day
臺北市,萬華區,6300700,2018-07-24,06:00:00,28,25,84,東北風,1,<= 1,32,短暫陣雨,26,60,60,2018-07-21
臺北市,萬華區,6300700,2018-07-24,09:00:00,32,28,80,偏北風,1,<= 1,37,短暫陣雨,26,60,60,2018-07-21
臺北市,中正區,6300500,2018-07-21,12:00:00,32,29,86,西北風,3,2,37,短暫陣雨,26,50,50,2018-07-21
臺北市,中正區,6300500,2018-07-21,15:00:00,32,28,82,偏西風,2,2,36,陰,03,50,50,2018-07-21
臺北市,中正區,6300500,2018-07-21,18:00:00,30,27,83,偏西風,2,<= 1,34,陰,03,20,50,2018-07-21
臺北市,中正區,6300500,2018-07-21,21:00:00,29,27,91,偏東風,1,<= 1,34,陰,03,20,50,2018-07-21
臺北市,中正區,6300500,2018-07-22,00:00:00,28,27,93,東北風,2,<= 1,33,陰,03,20,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,03:00:00,28,27,98,偏北風,1,<= 1,32,多雲,02,20,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,06:00:00,27,26,91,西北風,1,<= 1,31,短暫陣雨,26,60,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,09:00:00,31,28,80,西北風,1,<= 1,37,短暫陣雨,26,60,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,12:00:00,34,31,80,西北風,2,<= 1,41,短暫陣雨或雷雨,36,60,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,15:00:00,34,28,71,西南風,1,<= 1,39,多雲,02,60,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,18:00:00,32,27,76,偏南風,2,<= 1,37,多雲,02,20,60,2018-07-21
臺北市,中正區,6300500,2018-07-22,21:00:00,30,26,79,西北風,1,<= 1,35,陰,03,20,60,2018-07-21
臺北市,中正區,6300500,2018-07-23,00:00:00,29,26,83,偏西風,2,2,34,陰,03,20,20,2018-07-21
臺北市,中正區,6300500,2018-07-23,03:00:00,28,27,90,偏西風,2,<= 1,32,陰,03,20,20,2018-07-21
臺北市,中正區,6300500,2018-07-23,06:00:00,28,26,90,偏西風,2,2,32,陰,03,20,20,2018-07-21
臺北市,中正區,6300500,2018-07-23,09:00:00,32,29,86,偏西風,2,2,37,陰,03,20,20,2018-07-21
臺北市,中正區,6300500,2018-07-23,12:00:00,34,31,87,偏南風,0,<= 1,41,短暫陣雨或雷雨,36,30,30,2018-07-21
臺北市,中正區,6300500,2018-07-23,15:00:00,34,31,88,東南風,2,2,42,陰,03,30,30,2018-07-21
臺北市,中正區,6300500,2018-07-23,18:00:00,32,29,90,西北風,1,<= 1,37,陰,03,20,30,2018-07-21
臺北市,中正區,6300500,2018-07-23,21:00:00,30,29,92,西北風,1,<= 1,35,陰,03,20,30,2018-07-21
